,Symbol,Company
2757,RMCF,Rocky MT Chocolate
2758,RMNI,Rimini Street Inc
2759,RMR,The Rmr Grp A
2760,RMTI,Rockwell Medical IN
2761,RNDB,Randolph Bancorp Inc
2762,RNDM,First Trust Exchange-Traded Fund Vi First Trust
2763,RNDV,First Trust Exchange-Traded Fund Vi First Trust
2764,RNEM,First Trust Exchange-Traded Fund Vi First Trust
2765,RNET,Rignet Inc
2766,RNLC,First Trust Exchange-Traded Fund Vi First Trust
2767,RNMC,First Trust Exchange-Traded Fund Vi Mid Cap US E
2768,RNSC,First Trust Exchange-Traded Fund Vi First Trust
2769,RNST,Renasant Corp
2770,RNWK,Realnetworks Inc
2771,ROAD,Construction Partners Inc Cl A
2772,ROBT,FT Nasdaq Artificial Intelligence and Robotics E
2773,ROCHU,Roth Ch Acquisition I Co.
2774,ROCK,Gibraltar Ind Inc
2775,ROIC,Retail Opp Invts Cp
2776,ROKU,Roku Inc
2777,ROLL,RBC Bearings Incorp
2778,ROSE,Rosehill Resources Inc
2779,ROSEU,Rosehill Resources Inc Unit
2780,ROSEW,Rosehill Resources Inc
2781,ROST,Ross Stores Inc
2782,RP,Realpage Inc
2783,RPAY,Repay Holdings Corp Cl A
2784,RPD,Rapid7 Inc
2785,RRBI,Red River Bancshares Inc
2786,RRGB,Red Robin Gourmet Burgers Inc
2787,RRR,Red Rock Resorts Inc
2788,RSSS,Derycz Scientific
2789,RTH,Retail ETF Vaneck
2790,RTIX,Rti Surgical Inc
2791,RTLR,Rattler Midstream LP Common Units
2792,RTRX,Retrophin Inc
2793,RTTR,Ritter Pharmac. Com
2794,RUBI,The Rubicon Project Inc
2795,RUBY,Rubius Therapeutics Inc
2796,RUHN,Ruhnn Holding Ltd ADR
2797,RUN,Sunrun Inc
2798,RUSHA,Rush Entpr Cl A
2799,RUSHB,Rush Entpr Cl B
2800,RUTH,Ruth's Hospitality
2801,RVMD,Revolution Medicines Inc
2802,RVNC,Revance Therapeutics
2803,RVSB,Riverview Bancorp
2804,RWLK,Rewalk Roboti Ord Sh
2805,RYAAY,Ryanair Hlds Plc
2806,RYTM,Rhythm Pharmaceuticals Inc
2807,SABR,Sabre Corp
2808,SAEX,Saexploration Hlds
2809,SAFM,Sanderson Farms IN
2810,SAFT,Safety Ins Group Inc
2811,SAGE,Sage Therapeutic Com
2812,SAIA,Saia Inc
2813,SAL,Salisbury Bancorp
2814,SALM,Salem Media Grp Inc
2815,SAMA,Schultze Special Purpose Acquisition Corp
2816,SAMAU,Schultze Special Purpose Acquisition Corp Unit
2817,SAMAW,Schultze Special Purpose Acquisition Corp WT
2818,SAMG,Silvercrest Ast Cm A
2819,SANM,Sanmina Corp
2820,SANW,S&W Seed Company
2821,SAQN,Software Acquisition Group Inc Cl A
2822,SAQNU,Software Acquisition Group Inc
2823,SAQNW,Software Acquisition Group Inc WT
2824,SASR,Sandy Spring Bancorp
2825,SATS,Echostar Corp
2826,SAVA,Cassava Sciences Inc
2827,SBAC,SBA Communications
2828,SBBP,Strongbridge Bio Ord
2829,SBBX,Sussex Bancorp
2830,SBCF,Seacoast Banking Cp
2831,SBFG,Sb Financial Group
2832,SBGI,Sinclair Brdcst A
2833,SBLK,Star Bulk Carriers
2834,SBLKZ,Star Bulk Carriers Corp 8.30% Senior Notes Due
2835,SBNY,Signature Bank
2836,SBPH,Spring Bank Ph CS
2837,SBRA,Sabra REIT
2838,SBSI,Southside Bancshares
2839,SBT,Sterling Bancorp Inc [Southfield Mi]
2840,SBUX,Starbucks Corp
2841,SCHL,Scholastic Cp
2842,SCHN,Schnitzer Steel A
2843,SCKT,Socket Mobile
2844,SCON,Superconductor Tech
2845,SCOR,Comscore Inc
2846,SCPH,SC Pharmaceuticals Inc
2847,SCPL,Sciplay Corp Cl A
2848,SCSC,Scansource Inc
2849,SCVL,Shoe Carnival Inc
2850,SCWX,Secureworks Corp CS
2851,SCYX,Scynexis Inc
2852,SCZ,EAFE Small-Cap Ishares MSCI ETF
2853,SDC,Smiledirectclub Inc
2854,SDG,Ishares MSCI Global Impact ETF
2855,SDGR,Schrodinger Inc
2856,SDVY,FT Smid Cap Rising Dividend Achievers ETF
2857,SEAC,Sea Change Intl IN
2858,SECO,Secoo Holding ADR
2859,SEDG,Solaredge Tech
2860,SEED,Origin Agritech Ltd
2861,SEEL,Seelos Therapeutics Inc
2862,SEIC,Sei Investments Company
2863,SELB,Selecta Biosciences
2864,SELF,Global Self Storage
2865,SENEA,Seneca Foods Cp A
2866,SES,Synthesis Energy Sys
2867,SESN,Sesen Bio Inc
2868,SFBC,Sound Financial
2869,SFBS,Servisfirst Bancs
2870,SFET,Safe-T Group Ltd ADR
2871,SFIX,Stitch Fix Inc
2872,SFM,Sprouts Farmers Mark
2873,SFNC,Simmons First Natl
2874,SFST,Southern First Bancs
2875,SG,Sirius International Insurance Group
2876,SGA,Saga Communications
2877,SGBX,Sg Blocks Inc
2878,SGC,Superior Uniform Group
2879,SGEN,Seattle Genetics Inc
2880,SGH,Smart Global Holdings Inc
2881,SGLB,Sigma Labs Inc
2882,SGLBW,Sigma Labs Inc WT
2883,SGMA,Sigmatron Intl Inc
2884,SGMO,Sangamo Therapeutics
2885,SGMS,Scientific Games
2886,SGOC,Sgoco Group Ltd
2887,SGRP,Spar Group Inc
2888,SGRY,Surgery Partners CS
2889,SHBI,Shore Bancshares Inc
2890,SHEN,Shenandoah Telecom
2891,SHIP,Seanergy Maritime Hl
2892,SHIPW,Seanergy Maritime Holdings Corp Cl A WT
2893,SHIPZ,Seanergy Maritime Holdings Corp Cl B WT
2894,SHLO,Shiloh Inds Inc
2895,SHOO,Steven Maddens Ltd
2896,SHSP,Sharpspring Inc
2897,SHV,Short Treasury Bond Ishares ETF
2898,SHY,1-3 Year Treasury Bond Ishares ETF
2899,SHYF,The Shyft Group Inc.
2900,SIBN,Si-Bone Inc
2901,SIC,Select Interior Concepts Inc Cl A
2902,SIEB,Siebert Fin Cp
2903,SIEN,Sientra Inc
2904,SIFY,Sify Techs Ltd Ads
2905,SIGA,Siga Technologies Inc
2906,SIGI,Selective Ins Group
2907,SILC,Silicom Ltd
2908,SILK,Silk Road Medical Inc
2909,SIMO,Silicon Motion Techn
2910,SINA,Sina Corp
2911,SINO,Sino-Global Shipping
2912,SINT,Sintx Technologies Inc
2913,SIRI,Sirius XM Holdings
2914,SITM,Sitime Corp
2915,SIVB,Svb Financial Group
2916,SIVBP,Svb Financial Group 5.25% Prf Perpetual USD 25 1
2917,SJ,Scienjoy Holding Corp.
2918,SJOYW,Scienjoy Holding Corp. Wts
2919,SKOR,Flexshares Credit Scored US Corp Bond
2920,SKYS,Sky Solar Holdings
2921,SKYW,Skywest Inc
2922,SKYY,Cloud Computing ETF FT
2923,SLAB,Silicon Labs Inc
2924,SLCT,Select Bancorp Inc
2925,SLDB,Solid Biosciences Inc
2926,SLGG,Super League Gaming Inc
2927,SLGL,Sol-Gel Technologies Ltd
2928,SLGN,Silgan Holdings
2929,SLM,SLM Corp
2930,SLMBP,SLM Cp Srs B Pfd
2931,SLNO,Soleno Therapeutics Inc
2932,SLP,Simulations Plus Inc
2933,SLQD,0-5 Year Invst Grade Corp Bond Ishares ETF
2934,SLRC,Solar Capital
2935,SLRX,Salarius Pharmaceuticals Inc
2936,SLS,Sellas Life Sciences Group Inc
2937,SLVO,CS X-Links Silver Share
2938,SMBC,Southern MO Bancorp
2939,SMBK,Smartfinancial Inc
2940,SMCI,Super Micro Computer
2941,SMCP,Alphamark Actmg Smallcap ETF
2942,SMED,Sharps Compliance
2943,SMH,Semiconductor Vaneck ETF
2944,SMIT,Schmitt Inds Inc
2945,SMMC,South Mountain Merger Corp Cl A
2946,SMMCU,South Mountain Merger Corp Unit
2947,SMMCW,South Mountain Merger Corp WT
2948,SMMF,Summit Financial Gp
2949,SMMT,Summit Therapeu ADR
2950,SMPL,The Simply Good Foods Company
2951,SMRT,Stein Mart Inc
2952,SMSI,Smith Micro Software
2953,SMTC,Semtech Corp
2954,SMTX,Smtc Corp
2955,SNBR,Sleep Number Corp
2956,SNCA,Seneca Biopharm Inc.
2957,SNCR,Synchronoss Technolo
2958,SND,Smart Sand Inc
2959,SNDE,Sundance Energy Australia Ltd
2960,SNDL,Sundial Growers Inc
2961,SNDX,Syndax Pharma
2962,SNES,Senestech Inc
2963,SNFCA,Security Natl Finl
2964,SNGX,Soligenix Inc
2965,SNGXW,Soligenix Inc WT
2966,SNLN,Pyxis/Iboxx Senior Loan ETF
2967,SNOA,Sonoma Pharmaceuticals Inc
2968,SNPS,Synopsys Inc
2969,SNSR,G-X Internet of Things Thematic ETF
2970,SNSS,Sunesis Pharmaceutic
2971,SNUG,Merlyn.Ai Tactical Growth & Income ETF
2972,SNY,Sanofi-Aventis S.A.
2973,SOCL,G-X Social Media ETF
2974,SOHO,Sotherly Hotels
2975,SOHOB,Sotherly Hotels Inc 8.0% Series B Cumulative Re
2976,SOHON,Sotherly Hotels Inc Perp Pfd Ser D
2977,SOHOO,Sotherly Hotels LP
2978,SOHU,Sohu.com Inc
2979,SOLO,Electrameccanica Vehs Corp
2980,SOLOW,Electrameccanica Vehicles Corp Ltd WT
2981,SOLY,Soliton Inc
2982,SONA,Southern National Bk
2983,SONM,Sonim Technologies Inc
2984,SONN,Sonnet Biotherapeutics Holdings Inc.
2985,SONO,Sonos Inc
2986,SORL,Sorl Auto Parts Inc
2987,SOXX,PHLX Semiconductor Ishares ETF
2988,SP,SP Plus Corp
2989,SPAR,Spartan Motors Inc
2990,SPCB,Supercom Ltd
2991,SPFI,South Plains Financial Inc
2992,SPI,Spi Energy Co. Ads
2993,SPKE,Spark Energy
2994,SPKEP,Spark Energy Inc
2995,SPLK,Splunk Inc
2996,SPNE,Seaspine Holdings
2997,SPNS,Sapiens Intl Cp NV
2998,SPOK,Spok Holdings Inc
2999,SPPI,Spectrum Pharma Inc
3000,SPRO,Spero Therapeutics Inc
3001,SPRT,Support.com Inc
3002,SPSC,Sps Commerce Inc
3003,SPT,Sprout Social Inc Cl A
3004,SPTN,Spartannash Company
3005,SPWH,Sportsman's Wareh
3006,SPWR,Sunpower Corp
3007,SQBG,Sequential Brands
3008,SQLV,Legg Small-Cap Quality Value ETF
3009,SQQQ,Ultrapro Short QQQ Proshares
3010,SRAC,Stable Road Acquisition Corp. Cl A
3011,SRACU,Stable Road Acquisition Corp
3012,SRACW,Stable Road Acquisition Corp. WT
3013,SRAX,Social Reality Inc
3014,SRCE,1st Source Corp
3015,SRCL,Stericycle Inc
3016,SRDX,Surmodics Inc
3017,SRET,G-X Super Dividend REIT ETF
3018,SREV,Servicesrce Intl Inc
3019,SRNE,Sorrento Therpt
3020,SRPT,Sarepta Therapeutics
3021,SRRA,Sierra Oncology Inc
3022,SRRK,Scholar Rock Holding Corp
3023,SRTS,Sensus Healthcare Inc
3024,SRTSW,Sensus Healthcare Inc WT
3025,SSB,South State Cp
3026,SSBI,Summit State Bank
3027,SSKN,Strata Skin Scien
3028,SSNC,SS&C Technologies
3029,SSNT,Silversun Technologies Inc Cl A
3030,SSP,E.W. Scripps Company
3031,SSPK,Silver Spike Acquisition Corp Cl A
3032,SSPKU,Silver Spike Acquisition Corp Units
3033,SSPKW,Silver Spike Acquisition Corp WT
3034,SSRM,Silver Standard Resources Inc
3035,SSSS,Sutter Rock Capital Corp
3036,SSTI,Shotspotter Inc
3037,SSYS,Stratasys Ltd
3038,STAA,Staar Surgical Company
3039,STAF,Staffing 360 Solutions Inc
3040,STAY,Extended Stay America Inc
3041,STBA,S&T Bancorp Inc
3042,STCN,Steel Connect Inc
3043,STFC,State Auto Finl Corp
3044,STIM,Neuronetics Inc
3045,STKL,Sunopta Inc
3046,STKS,The One Group
3047,STLD,Steel Dynamics Inc
3048,STML,Stemline Therapeutic
3049,STMP,Stamps.com Inc
3050,STND,Standard Financial
3051,STNE,Stoneco Ltd Cl A
3052,STOK,Stoke Therapeutics Inc
3053,STRA,Strayer Education
3054,STRL,Sterling Constructio
3055,STRM,Streamline Health So
3056,STRO,Sutro Biopharma Inc
3057,STRS,Stratus Pptys Inc
3058,STRT,Strattec Security
3059,STSA,Satsuma Pharmaceuticals Inc
3060,STX,Seagate Tech Ord Shs
3061,STXB,Spirit of Texas Bancshares Inc
3062,SUMR,Summer Infant Inc
3063,SUNS,Solar Senior Capital
3064,SUNW,Sunworks Inc
3065,SUPN,Supernus Pharm
3066,SURF,Surface Oncology Inc
3067,SUSB,1-5 Year USD Corp Bond Ishares ESG ETF
3068,SUSC,USD Corp Bond Ishares ESG ETF
3069,SUSL,Ishares ESG MSCI USA Leaders ETF
3070,SVBI,Severn Bancorp Inc
3071,SVC,Service Properties Trust
3072,SVMK,Svmk Inc
3073,SVRA,Savara Inc
3074,SVVC,Firsthand Technology
3075,SWAV,Shockwave Medical Inc
3076,SWBI,Smith & Wesson Brands Inc.
3077,SWIR,Sierra Wireless IN
3078,SWKH,Swk Holdings Corp
3079,SWKS,Skyworks Solutions
3080,SWTX,Springworks Therapeutics Inc
3081,SXTC,China Sxt Pharmaceuticals Inc
3082,SY,So-Young International Inc ADR
3083,SYBT,Stock Yards Bancorp
3084,SYBX,Synlogic Inc
3085,SYKE,Sykes Enterprises
3086,SYNA,Synaptics Inc
3087,SYNC,Synacor Inc
3088,SYNH,Syneos Health Inc
3089,SYNL,Synalloy Cp
3090,SYPR,Sypris Solutions
3091,SYRS,Syros Pharmaceuticals
3092,TA,Travelcenters of America Llc
3093,TACO,Del Taco Rest
3094,TACOW,Del Taco Rest WT
3095,TACT,Transact Tech Inc
3096,TAIT,Taitron Components
3097,TANH,Tantech Holdings
3098,TANNI,Travelcenters of America Llc
3099,TANNL,Travelcenters of America Llc
3100,TANNZ,Travelcenters of America Llc
3101,TAOP,Taoping Inc
3102,TARA,Artara Therapeutics Inc.
3103,TAST,Carrols Rstrnt Group
3104,TATT,T A T Tech Ltd
3105,TAYD,Taylor Devices Inc
3106,TBBK,The Bancorp Inc
3107,TBIO,Translate Bio Inc
3108,TBK,Triumph Bancorp
3109,TBLT,Toughbuilt Industries Inc
3110,TBLTW,Toughbuilt Industries Inc WT
3111,TBNK,Territorial Bancorp
3112,TBPH,Theravance Bio Ord
3113,TC,Tuanche Ltd ADR
3114,TCBI,Texas Capital Bncsh
3115,TCBIL,Texas Cap 6.5 Sr NTS
3116,TCBIP,Texas Capital
3117,TCBK,Trico Bancshares
3118,TCCO,Technical Commctn Cp
3119,TCDA,Tricida Inc
3120,TCF,TCF Financial Corp
3121,TCFC,The Community Fin Cp
3122,TCFCP,TCF Financial Corp
3123,TCMD,Tactile Systems Technology Inc
3124,TCOM,Trip.com Group Ltd
3125,TCON,Tracon Pharma
3126,TCPC,TCP Capital Corp
3127,TCRD,THL Credit Inc
3128,TCRR,Tcr2 Therapeutics Inc
3129,TCX,Tucows Inc Cl A
3130,TDAC,Trident Acquisitions Corp
3131,TDACU,Trident Acquisitions Corp Units
3132,TDACW,Trident Acquisitions Corp WT
3133,TDIV,Nasdaq Technology Dividend Index Fund FT
3134,TEAM,Atlassian Cls A Ord
3135,TECD,Tech Data Cp
3136,TECH,Bio-Techne Cp
3137,TECTP,Tectonic Financial Inc 9.00% Fixed-To-Floating
3138,TEDU,Tarena Intl ADR
3139,TELA,Tela Bio Inc
3140,TELL,Tellurian Inc
3141,TENB,Tenable Holdings Inc
3142,TENX,Tenax Therapeutics
3143,TER,Teradyne Inc
3144,TERP,Terraform Power Inc
3145,TESS,Tessco Tech Inc
3146,TEUM,Pareteum Corp
3147,TFFP,Tff Pharmaceuticals Inc
3148,TFSL,Tfs Financial Corp
3149,TGA,Transglobe Energy Cp
3150,TGEN,Tecogen Inc
3151,TGLS,Tecnoglass Inc
3152,TGTX,Tg Therapeuticscmn
3153,TH,Target Hospitality Corp
3154,THBR,Thunder Bridge Acquisition II Cl A
3155,THBRU,Thunder Bridge Acquisition II Ltd. Units
3156,THBRW,Thunder Bridge Acquisition II WT
3157,THCA,Tuscan Holdings Corp II
3158,THCAU,Tuscan Holdings Corp II Unit
3159,THCAW,Tuscan Holdings Corp II WT
3160,THCB,Tuscan Holdings Corp
3161,THCBU,Tuscan Holdings Corp Unit
3162,THCBW,Tuscan Holdings Corp WT
3163,THFF,First Finl Corp [In]
3164,THMO,Thermogenesis Holdings Inc.
3165,THRM,Gentherm Inc
3166,THTX,Theratechnologies Inc
3167,THWWW,Target Hospitality Corp WT
3168,TIGO,Millicom International Cellular S.A.
3169,TIGR,Up Fintech Holding Ltd ADR
3170,TILE,Interface Inc
3171,TIPT,Tiptree Fncl Cl A
3172,TITN,Titan Machinery Inc
3173,TIVO,Tivo Corp
3174,TLC,Taiwan Liposome Company Ltd ADR
3175,TLF,Tandy Leather Fctry
3176,TLGT,Teligent Inc.
3177,TLND,Talend S.A.
3178,TLRY,Tilray Inc
3179,TLSA,Tiziana Life Sciences Plc ADR
3180,TLT,20+ Year Treas Bond Ishares ETF
3181,TMDI,Titan Medical Inc
3182,TMDX,Transmedics Group Inc
3183,TMSR,Tmsr Holding Company Ltd
3184,TMUS,T-Mobile US
3185,TNAV,Telenav Inc
3186,TNDM,Tandem Diabetes Care
3187,TNXP,Tonix Pharm Hld
3188,TOCA,Tocagen Inc
3189,TOPS,Top Ships Inc
3190,TORC,Restorbio Inc
3191,TOTA,Tottenham Acquisition I Ltd
3192,TOTAR,Tottenham Acquisition I Ltd Right
3193,TOTAW,Tottenham Acquisition I Ltd WT
3194,TOUR,Tuniu Corporatio Ads
3195,TOWN,Towne Bank
3196,TPCO,Tribune Publishing Company
3197,TPIC,Tpi Composites Inc
3198,TPTX,Turning Point Therapeutics Inc
3199,TQQQ,Ultrapro QQQ Proshares
3200,TRCH,Torchlight Energy
3201,TREE,Lendingtree Inc
3202,TRHC,Tabula Rasa Healthcare Inc
3203,TRIB,Trinity Bio ADR
3204,TRIL,Trillium Therapeutic
3205,TRIP,Tripadvisor Inc
3206,TRMB,Trimble Navigation
3207,TRMD,Torm Plc Cl A
3208,TRMK,Trustmark Corp
3209,TRMT,Tremont Mortgage Trust
3210,TRNS,Transcat Inc
3211,TROW,T Rowe Price Group
3212,TRPX,Therapix Biosciences Ltd
3213,TRS,Trimas Corp
3214,TRST,Trustco Bank Corp NY
3215,TRUE,Truecar Inc
3216,TRUP,Trupanion Inc
3217,TRVG,Trivago NV
3218,TRVI,Trevi Therapeutics Inc
3219,TRVN,Trevena Inc
3220,TSBK,Timberland Bancorp
3221,TSC,Tristate Capital Hld
3222,TSCAP,Tristate Capital Holdings Inc Dep Shs Repstg 1/4
3223,TSCBP,Tristate Capital Holdings Inc Fxdfr Prf Perpet
3224,TSCO,Tractor Supply Company
3225,TSEM,Tower Semiconductor
3226,TSLA,Tesla Inc
3227,TSRI,T S R Inc
3228,TTD,Trade Desk Inc
3229,TTEC,Teletech Hlds
3230,TTEK,Tetra Tech Inc
3231,TTGT,Techtarget Inc
3232,TTMI,TTM Technologies
3233,TTNP,Titan Pharma
3234,TTOO,T2 Biosystems CS
3235,TTPH,Tetraphase Pharmaceu
3236,TTTN,Tigershares China-U.S. Internet Titans ETF
3237,TTWO,Take-Two Interacti
3238,TUES,Tuesday Morning Company
3239,TUR,Turkey Ishares MSCI ETF
3240,TURN,180 Degree Capital Corp
3241,TUSA,Total US Market Alphadex ETF FT
3242,TUSK,Mammoth Energy Services Inc
3243,TVIX,VS 2X VIX Short Term
3244,TVTY,Tivity Health
3245,TW,Tradeweb Markets Inc
3246,TWIN,Twin Disc Inc
3247,TWMC,Trans World Entertainment Corp
3248,TWNK,Hostess Brands Inc
3249,TWNKW,Gores Holdings WT
3250,TWOU,2U Inc
3251,TWST,Twist Bioscience Corp
3252,TXG,10X Genomics Inc
3253,TXMD,Therapeuticsmd Inc
3254,TXN,Texas Instruments
3255,TXRH,Texas Roadhouse Inc
3256,TYHT,Shineco Inc
3257,TYME,Tyme Technologies
3258,TZAC,Tenzing Acquisition Corp
3259,TZACU,Tenzing Acquisition Corp Units
3260,TZACW,Tenzing Acquisition Corp WT
3261,TZOO,Travelzoo Inc
3262,UAE,UAE Ishares MSCI ETF
3263,UAL,United Continental Holdings
3264,UBCP,United Bncp Inc
3265,UBFO,United Security Bcsh
3266,UBOH,United Bancshares
3267,UBSI,United Bkshs Inc
3268,UBX,Unity Biotechnology Inc
3269,UCBI,United Comm Banks
3270,UCTT,Ultra Clean Holdings
3271,UEIC,Universal Elect IN
3272,UEPS,Net 1 Ueps Techs Inc
3273,UFCS,United Fire Group
3274,UFO,Procure Space ETF
3275,UFPI,Universal Forest Prd
3276,UFPT,U F P Tech Inc
3277,UG,United Guardian Inc
3278,UGLD,VS 3X Gold
3279,UHAL,A M E R C O
3280,UIHC,United Insurance Hld
3281,ULBI,Ultralife Corp
3282,ULH,Universal Logis Hld
3283,ULTA,Ulta Beauty Inc
3284,UMBF,Ump Financial Corp
3285,UMPQ,Umpqua Holdings Corp
3286,UMRX,Unum Therapeutics Inc
3287,UNAM,Unico American Cp
3288,UNB,Union Bankshares Inc
3289,UNIT,Uniti Group Inc
3290,UNTY,Unity Bancorp Inc
3291,UONE,Urban One Inc
3292,UONEK,Urban One Inc
3293,UPLD,Upland Software Inc
3294,UPWK,Upwork Inc
3295,URBN,Urban Outfitters Inc
3296,URGN,Urogen Pharma Ltd
3297,UROV,Urovant Sciences Ltd
3298,USAK,U S A Truck Inc
3299,USAP,Universal Stainles
3300,USAU,U.S. Gold Corp
3301,USCR,U S Concrete Inc
3302,USEG,U S Energy Corp
3303,USIG,Broad USD Investment Gr. Corp Bond Ishares ETF
3304,USIO,Usio Inc
3305,USLB,Russell 1000 Low Beta EW Invesco ETF
3306,USLM,U S Lime & Mineral
3307,USLV,VS 3X Silver
3308,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF
3309,USOI,Credit Suisse Ag Credit Suisse X-Links Crude Oil
3310,USWS,U.S. Well Services Inc
3311,USWSW,U.S. Well Services Inc WT
3312,UTHR,United Therapeutic
3313,UTMD,Utah Medical Prod
3314,UTSI,Utstarcom Holdings C
3315,UVSP,Univest Corp of Penn
3316,UXIN,Uxin Ltd Ads
3317,VALU,Value Line Inc
3318,VALX,Validea Market Legends ETF
3319,VBFC,Village Bank & Trust
3320,VBIV,Vbi Vaccines Inc CS
3321,VBLT,Vascular Biogen. Ord
3322,VBTX,Veritex Holdings
3323,VC,Visteon Corp
3324,VCEL,Vericel Corproation
3325,VCIT,Interm Corp Bond Vanguard
3326,VCLT,Long-Term Corp Bond Vanguard
3327,VCNX,Vaccinex Inc
3328,VCSH,Sht-Term Corp Bond Vanguard
3329,VCTR,Victory Capital Holdings Inc Cl A
3330,VCYT,Veracyte Inc
3331,VECO,Veeco Instrument
3332,VEON,Veon Ltd
3333,VERB,Verb Technology Company Inc
3334,VERBW,Verb Technology Company Inc WT
3335,VERI,Veritone Inc
3336,VERO,Venus Concept Inc.
3337,VERU,Veru Inc
3338,VERY,Vericity Inc
3339,VETS,Pacer Military Times Best Employers ETF
3340,VFF,Village Farms Intl
3341,VG,Vonage Holdings
3342,VGIT,Interm Govt Bond Vanguard
3343,VGLT,Long-Term Govt Bond Vanguard
3344,VGSH,Sht-Term Govt Bond Vanguard
3345,VIAC,Viacomcbs Inc. Cl B
3346,VIACA,Viacomcbs Inc. Cl A
3347,VIAV,Viavi Solutions
3348,VICR,Vicor Cp
3349,VIE,Viela Bio Inc
3350,VIGI,Intl Div Appreciation ETF Vanguard
3351,VIIX,VS VIX Short Term
3352,VIOT,Viomi Technology Co. Ltd ADR
3353,VIR,Vir Biotechnology Inc
3354,VIRC,Virco MFG Cp
3355,VIRT,Virtu Financial Cm A
3356,VISL,Vislink Technologies Inc
3357,VIVE,Viveve Medical
3358,VIVO,Meridian Bioscience
3359,VKTX,Viking Thera
3360,VKTXW,Viking Theraptcs WT
3361,VLGEA,Village Super Mkt
3362,VLY,Valley National Bancorp
3363,VLYPO,Valley National Bancorp Pfd Series B
3364,VLYPP,Valley National Bancorp Pfd Series A
3365,VMBS,Mortgage-Backed Securities Vanguard
3366,VMD,Viemed Healthcare Inc
3367,VNDA,Vanda Pharmaceuticals
3368,VNET,21Vianet Group Inc
3369,VNOM,Viper Energy LP
3370,VNQI,Global Ex-US Real Estate Vanguard
3371,VOD,Vodafone Grp Plc Ads
3372,VONE,Russell 1000 Vanguard
3373,VONG,Russell 1000 Growth Vanguard
3374,VONV,Russell 1000 Value Vanguard
3375,VOXX,Voxx Intl Corp
3376,VRA,Vera Bradley
3377,VRAY,Viewray Inc
3378,VRCA,Verrica Pharmaceuticals Inc
3379,VREX,Varex Imaging Corp
3380,VRIG,Variable Rate Investment Grade Invesco ETF
3381,VRM,Vroom Inc
3382,VRML,Vermillion Inc
3383,VRNA,Verona Pharma Plc ADR
3384,VRNS,Varonis Systems Inc
3385,VRNT,Verint Systems Inc
3386,VRRM,Verra Mobility Corp
3387,VRSK,Verisk Analytics Inc
3388,VRSN,Verisign Inc
3389,VRTS,Virtus Inv Partners
3390,VRTU,Virtusa Corp
3391,VRTX,Vertex Pharmaceutic
3392,VSAT,Viasat Inc
3393,VSDA,Victory Dividend Accelerator ETF
3394,VSEC,V S E Cp
3395,VSMV,Victory Portfolios II Victoryshares US Multi-Fac
3396,VSTM,Verastem Inc
3397,VTC,Total Corporate Bond Vanguard ETF
3398,VTGN,Vistagen Therap. Com
3399,VTHR,Russell 3000 Vanguard
3400,VTIP,Sht-Term Infl Protected Vanguard
3401,VTIQ,Vectoiq Acquisition Corp
3402,VTIQU,Vectoiq Acquisition Corp Unit
3403,VTIQW,Vectoiq Acquisition Corp WT
3404,VTNR,Vertex Energy
3405,VTSI,Virtra Systems Inc
3406,VTVT,Vtv Theraptcs Cl A
3407,VTWG,Russell 2000 Growth Vanguard
3408,VTWO,Russell 2000 Vanguard
3409,VTWV,Russell 2000 Value Vanguard
3410,VUZI,Vuzix Corp
3411,VVPR,Vivopower International Plc
3412,VVUS,Vivus Inc
3413,VWOB,EM Govt Bond Vanguard
3414,VXRT,Vaxart Inc
3415,VXUS,Total Intl Stock ETF Vanguard
3416,VYGR,Voyager Therapeut
3417,VYMI,Intl High Divd Yld ETF Vanguard
3418,WABC,Westamerica Bancorp
3419,WAFD,Washington Federal
3420,WAFU,Wah Fu Education Group Ltd
3421,WASH,Washington TR Bncorp
3422,WATT,Energous Corp
3423,WB,Weibo Corp Ads
3424,WBA,Walgreens Boots Alliance
3425,WBND,Western Asset Total Return ETF
3426,WCLD,Wisdomtree Cloud Computing Fund
3427,WDAY,Workday Inc
3428,WDC,Western Digital Cp
3429,WDFC,W D 40 Company
3430,WEBK,Wellesley Bncp Inc
3431,WEN,Wendys Company
3432,WERN,Werner Enterprise
3433,WETF,Wisdomtree Invstmnts
3434,WEYS,Weyco Gp Inc
3435,WHF,Whitehorse Finance
3436,WHFBZ,Whitehorse Finance Inc 6.50% Notes Due 2025
3437,WHLM,Wilhelmina Intl
3438,WHLR,Wheeler Real Estate
3439,WHLRD,Wheeler Real Estate Investment Trust Inc
3440,WHLRP,Wheeler REIT B Pfd
3441,WIFI,Boingo Wireless Inc
3442,WILC,G Willi-Food Intl
3443,WIMI,Wimi Hologram Cloud Inc ADR
3444,WINA,Winmark Corp
3445,WINC,Western Asset Short Duration Income ETF
3446,WING,Wingstop Inc
3447,WINS,Wins Finance Holdings Inc
3448,WINT,Windtree Therapeutics Inc
3449,WIRE,Encore Wire Cp
3450,WISA,Summit Semiconductor Inc
3451,WIX,Wix.com Ltd
3452,WKEY,Wisekey International Holding Ltd ADR
3453,WKHS,Workhorse Grp
3454,WLDN,Willdan Group Inc
3455,WLFC,Willis Lease Fin C
3456,WLTW,Willis Towers WT
3457,WMG,Warner Music Group Corp. Cl A
